locus_tag	ftype	length_bp	gene	EC_number	COG	product
EEKMDCAF_07226	CDS	3147	mdtB_4			Multidrug resistance protein MdtB
EEKMDCAF_07227	CDS	1077	mdtA_10			Multidrug resistance protein MdtA
EEKMDCAF_07228	CDS	1128	mdtA_11			Multidrug resistance protein MdtA
EEKMDCAF_07229	CDS	858				hypothetical protein
EEKMDCAF_07230	CDS	663				hypothetical protein
EEKMDCAF_07231	CDS	669				hypothetical protein
EEKMDCAF_07232	CDS	438				hypothetical protein
EEKMDCAF_07233	CDS	267				hypothetical protein
EEKMDCAF_07234	CDS	207				hypothetical protein
EEKMDCAF_07235	CDS	159				hypothetical protein
EEKMDCAF_07236	CDS	219				hypothetical protein
EEKMDCAF_07237	CDS	486				hypothetical protein
EEKMDCAF_07238	CDS	600				hypothetical protein
EEKMDCAF_07239	CDS	1170				hypothetical protein
EEKMDCAF_07240	CDS	792	adc_3	4.1.1.4	COG4689	putative acetoacetate decarboxylase
EEKMDCAF_07241	CDS	786	bdhA_3	1.1.1.30		D-beta-hydroxybutyrate dehydrogenase
EEKMDCAF_07242	CDS	549				hypothetical protein
EEKMDCAF_07243	CDS	825				hypothetical protein
EEKMDCAF_07244	CDS	1209	limB_2	1.14.13.107		Limonene 1,2-monooxygenase
EEKMDCAF_07245	CDS	1248	mdoC_2	2.1.-.-		Glucans biosynthesis protein C
EEKMDCAF_07246	CDS	1158				hypothetical protein
EEKMDCAF_07247	CDS	186				hypothetical protein
EEKMDCAF_07248	CDS	333	napD			Chaperone NapD
EEKMDCAF_07249	CDS	2514	napA_2	1.9.6.1		Periplasmic nitrate reductase
EEKMDCAF_07250	CDS	471	napB		COG3043	Periplasmic nitrate reductase, electron transfer subunit
EEKMDCAF_07251	CDS	642	napC			Cytochrome c-type protein NapC
EEKMDCAF_07252	CDS	1155	recD2_2	3.6.4.12		ATP-dependent RecD-like DNA helicase
EEKMDCAF_07253	CDS	1686	ycf3_5			Photosystem I assembly protein Ycf3
EEKMDCAF_07254	CDS	705	msrA_3	1.8.4.11		Peptide methionine sulfoxide reductase MsrA
EEKMDCAF_07255	CDS	420	msrB_2	1.8.4.12		Peptide methionine sulfoxide reductase MsrB
EEKMDCAF_07256	CDS	165				hypothetical protein
EEKMDCAF_07257	CDS	294				hypothetical protein
EEKMDCAF_07258	CDS	558				hypothetical protein
EEKMDCAF_07259	CDS	426				hypothetical protein
EEKMDCAF_07260	CDS	243				hypothetical protein
EEKMDCAF_07261	CDS	225				hypothetical protein
EEKMDCAF_07262	CDS	387				hypothetical protein
EEKMDCAF_07263	CDS	1626				hypothetical protein
EEKMDCAF_07264	CDS	1293	purA	6.3.4.4	COG0104	Adenylosuccinate synthetase
EEKMDCAF_07265	CDS	2499	mgtA_3	7.2.2.14	COG0474	Magnesium-transporting ATPase, P-type 1
EEKMDCAF_07266	CDS	1563				hypothetical protein
EEKMDCAF_07267	CDS	933				hypothetical protein
EEKMDCAF_07268	CDS	405				hypothetical protein
EEKMDCAF_07269	CDS	405				hypothetical protein
EEKMDCAF_07270	CDS	633				hypothetical protein
EEKMDCAF_07271	CDS	390				hypothetical protein
EEKMDCAF_07272	CDS	936				hypothetical protein
EEKMDCAF_07273	CDS	978				hypothetical protein
EEKMDCAF_07274	CDS	1686			COG0840	Methyl-accepting chemotaxis protein
EEKMDCAF_07275	CDS	1044		1.1.1.81	COG0111	Hydroxypyruvate reductase
EEKMDCAF_07276	CDS	1347				hypothetical protein
EEKMDCAF_07277	CDS	957				hypothetical protein
EEKMDCAF_07278	CDS	897	ycjP_3		COG0395	Inner membrane ABC transporter permease protein YcjP
EEKMDCAF_07279	CDS	966				hypothetical protein
EEKMDCAF_07280	CDS	1002	oleB_2	4.1.1.114	COG0596	Cis-3-alkyl-4-alkyloxetan-2-one decarboxylase
EEKMDCAF_07281	CDS	465				hypothetical protein
EEKMDCAF_07282	CDS	183				hypothetical protein
EEKMDCAF_07283	CDS	1356				hypothetical protein
EEKMDCAF_07284	CDS	831				hypothetical protein
EEKMDCAF_07285	CDS	447	exbD_2		COG0848	Biopolymer transport protein ExbD
EEKMDCAF_07286	CDS	750	exbB		COG0811	Biopolymer transport protein ExbB
EEKMDCAF_07287	CDS	504	hutX		COG3721	Intracellular heme transport protein HutX
EEKMDCAF_07288	CDS	333	isdG_1	1.14.14.18		Heme oxygenase (staphylobilin-producing)
EEKMDCAF_07289	CDS	2349	hxuC		COG1629	Heme/hemopexin utilization protein C
EEKMDCAF_07290	CDS	126				hypothetical protein
EEKMDCAF_07291	CDS	954	btuF_2			Vitamin B12-binding protein
EEKMDCAF_07292	CDS	1092	hmuU		COG0609	Hemin transport system permease protein HmuU
EEKMDCAF_07293	CDS	807	hmuV	3.6.3.-	COG4559	Hemin import ATP-binding protein HmuV
EEKMDCAF_07294	CDS	1683				hypothetical protein
EEKMDCAF_07295	CDS	621	todT_6			Response regulator protein TodT
EEKMDCAF_07296	CDS	1038	virS			HTH-type transcriptional regulator VirS
EEKMDCAF_07297	CDS	1212				hypothetical protein
EEKMDCAF_07298	CDS	711			COG0664	Cyclic AMP receptor protein
EEKMDCAF_07299	CDS	198				hypothetical protein
EEKMDCAF_07300	CDS	1335	hemN_2	1.3.98.3	COG0635	Oxygen-independent coproporphyrinogen III oxidase
EEKMDCAF_07301	CDS	201				hypothetical protein
EEKMDCAF_07302	CDS	876				hypothetical protein
EEKMDCAF_07303	CDS	1095	nirK	1.7.2.1		Copper-containing nitrite reductase
EEKMDCAF_07304	CDS	879	egtB_3	1.14.99.50		Hercynine oxygenase
EEKMDCAF_07305	CDS	636				hypothetical protein
EEKMDCAF_07306	CDS	651	scoB	2.8.3.5	COG2057	putative succinyl-CoA:3-ketoacid coenzyme A transferase subunit B
EEKMDCAF_07307	CDS	708	scoA	2.8.3.5	COG1788	putative succinyl-CoA:3-ketoacid coenzyme A transferase subunit A
EEKMDCAF_07308	CDS	2001				hypothetical protein
EEKMDCAF_07309	CDS	951	dctA_6		COG1301	Aerobic C4-dicarboxylate transport protein
EEKMDCAF_07310	CDS	207				hypothetical protein
EEKMDCAF_07311	CDS	711	ybhH	5.-.-.-	COG2828	Putative isomerase YbhH
EEKMDCAF_07312	CDS	396				hypothetical protein
EEKMDCAF_07313	CDS	960	cynR_3			HTH-type transcriptional regulator CynR
EEKMDCAF_07314	CDS	1386				hypothetical protein
EEKMDCAF_07315	CDS	873				hypothetical protein
EEKMDCAF_07316	CDS	852	ycjP_4		COG0395	Inner membrane ABC transporter permease protein YcjP
EEKMDCAF_07317	CDS	993				hypothetical protein
EEKMDCAF_07318	CDS	813	ydcV_4			Inner membrane ABC transporter permease protein YdcV
EEKMDCAF_07319	CDS	915	potH_2		COG1176	Putrescine transport system permease protein PotH
EEKMDCAF_07320	CDS	1173	potA_7	7.6.2.11	COG3842	Spermidine/putrescine import ATP-binding protein PotA
EEKMDCAF_07321	CDS	1500	eryB_2	1.1.1.402	COG0578	D-erythritol 1-phosphate dehydrogenase
EEKMDCAF_07322	CDS	2688				hypothetical protein
EEKMDCAF_07323	CDS	1104	lhgD	1.1.5.-	COG0579	L-2-hydroxyglutarate dehydrogenase
EEKMDCAF_07324	CDS	183				hypothetical protein
EEKMDCAF_07325	CDS	258				hypothetical protein
EEKMDCAF_07326	CDS	213				hypothetical protein
EEKMDCAF_07327	CDS	252				hypothetical protein
EEKMDCAF_07328	CDS	708				hypothetical protein
EEKMDCAF_07329	CDS	489	purE	5.4.99.18	COG0041	N5-carboxyaminoimidazole ribonucleotide mutase
EEKMDCAF_07330	CDS	1107	purK	6.3.4.18		N5-carboxyaminoimidazole ribonucleotide synthase
EEKMDCAF_07331	CDS	723	aqpZ2			Aquaporin Z 2
EEKMDCAF_07332	CDS	297	rpsU		COG0828	30S ribosomal protein S21
EEKMDCAF_07333	CDS	651				hypothetical protein
EEKMDCAF_07334	CDS	900				hypothetical protein
EEKMDCAF_07335	CDS	285	bauB			Beta-alanine degradation protein BauB
EEKMDCAF_07336	CDS	1098	chaA		COG0387	Sodium-potassium/proton antiporter ChaA
EEKMDCAF_07337	CDS	1422				hypothetical protein
EEKMDCAF_07338	CDS	798			COG1073	putative protein
EEKMDCAF_07339	CDS	171				hypothetical protein
EEKMDCAF_07340	CDS	1398	pntB	7.1.1.1	COG1282	NAD(P) transhydrogenase subunit beta
EEKMDCAF_07341	CDS	318	pntA	7.1.1.1	COG3288	NAD(P) transhydrogenase subunit alpha
EEKMDCAF_07342	CDS	1128	pntAA	7.1.1.1	COG3288	NAD(P) transhydrogenase subunit alpha part 1
EEKMDCAF_07343	CDS	153				hypothetical protein
EEKMDCAF_07344	CDS	2967				hypothetical protein
EEKMDCAF_07345	CDS	1968	pepF1	3.4.24.-		Oligoendopeptidase F, plasmid
EEKMDCAF_07346	CDS	1500	atoC_3		COG2204	Regulatory protein AtoC
EEKMDCAF_07347	CDS	2208				hypothetical protein
EEKMDCAF_07348	CDS	1605				hypothetical protein
EEKMDCAF_07349	CDS	612				hypothetical protein
EEKMDCAF_07350	CDS	426				hypothetical protein
EEKMDCAF_07351	CDS	273				hypothetical protein
EEKMDCAF_07352	CDS	306				hypothetical protein
EEKMDCAF_07353	CDS	600				hypothetical protein
EEKMDCAF_07354	CDS	1437	ttuE	2.7.1.40		Pyruvate kinase
EEKMDCAF_07355	CDS	681				hypothetical protein
EEKMDCAF_07356	CDS	1488				hypothetical protein
EEKMDCAF_07357	CDS	165				hypothetical protein
EEKMDCAF_07358	CDS	1485				hypothetical protein
EEKMDCAF_07359	CDS	327				hypothetical protein
EEKMDCAF_07360	CDS	870		3.1.1.2		Arylesterase
EEKMDCAF_07361	CDS	417				hypothetical protein
EEKMDCAF_07362	CDS	1923	ftsH_1	3.4.24.-		ATP-dependent zinc metalloprotease FtsH
EEKMDCAF_07363	CDS	1086	tilS	6.3.4.19		tRNA(Ile)-lysidine synthase
EEKMDCAF_07364	CDS	1047	cpoB			Cell division coordinator CpoB
EEKMDCAF_07365	CDS	489	pal_5			Peptidoglycan-associated lipoprotein
EEKMDCAF_07366	CDS	726				hypothetical protein
EEKMDCAF_07367	CDS	2331				hypothetical protein
EEKMDCAF_07368	CDS	1329	tolB		COG0823	Tol-Pal system protein TolB
EEKMDCAF_07369	CDS	960				hypothetical protein
EEKMDCAF_07370	CDS	450	exbD_3		COG0848	Biopolymer transport protein ExbD
EEKMDCAF_07371	CDS	717	tolQ_2		COG0811	Tol-Pal system protein TolQ
EEKMDCAF_07372	CDS	1737	ggt_2	3.4.19.13		Glutathione hydrolase proenzyme
EEKMDCAF_07373	CDS	711		1.1.1.47	COG1028	Glucose 1-dehydrogenase
EEKMDCAF_07374	CDS	768	cysE_2	2.3.1.30	COG1045	Serine acetyltransferase
EEKMDCAF_07375	CDS	150				hypothetical protein
EEKMDCAF_07376	CDS	258				hypothetical protein
EEKMDCAF_07377	CDS	186				hypothetical protein
EEKMDCAF_07378	CDS	486				hypothetical protein
EEKMDCAF_07379	CDS	741				hypothetical protein
EEKMDCAF_07380	CDS	363				hypothetical protein
EEKMDCAF_07381	CDS	405				hypothetical protein
EEKMDCAF_07382	CDS	366				hypothetical protein
EEKMDCAF_07383	CDS	789	bacC_7	1.1.1.385		Dihydroanticapsin 7-dehydrogenase
EEKMDCAF_07384	CDS	438				hypothetical protein
EEKMDCAF_07385	CDS	345				hypothetical protein
EEKMDCAF_07386	CDS	93				hypothetical protein
EEKMDCAF_07387	CDS	351				hypothetical protein
EEKMDCAF_07388	CDS	414				hypothetical protein
EEKMDCAF_07389	CDS	540				hypothetical protein
EEKMDCAF_07390	CDS	1302				hypothetical protein
EEKMDCAF_07391	CDS	369				hypothetical protein
EEKMDCAF_07392	CDS	966	ghrA_2	1.1.1.79	COG0111	Glyoxylate/hydroxypyruvate reductase A
EEKMDCAF_07393	CDS	2121				hypothetical protein
EEKMDCAF_07394	CDS	669	comR_4			HTH-type transcriptional repressor ComR
EEKMDCAF_07395	CDS	645	gstB_6	2.5.1.18	COG0625	Glutathione S-transferase GST-6.0
EEKMDCAF_07396	CDS	1305	dctM_7		COG1593	C4-dicarboxylate TRAP transporter large permease protein DctM
EEKMDCAF_07397	CDS	594				hypothetical protein
EEKMDCAF_07398	CDS	999			COG1638	putative protein
EEKMDCAF_07399	CDS	1659				hypothetical protein
EEKMDCAF_07400	CDS	2085	apc3_3	6.4.1.8	COG0145	Acetophenone carboxylase gamma subunit
EEKMDCAF_07401	CDS	822	cobB_3	2.3.1.286	COG0846	NAD-dependent protein deacetylase
EEKMDCAF_07402	CDS	405				hypothetical protein
EEKMDCAF_07403	CDS	780		2.7.13.3		Blue-light-activated histidine kinase
EEKMDCAF_07404	CDS	261				hypothetical protein
EEKMDCAF_07405	CDS	837		1.1.1.119	COG1028	Glucose 1-dehydrogenase
EEKMDCAF_07406	CDS	1320	rutG		COG2233	Putative pyrimidine permease RutG
EEKMDCAF_07407	CDS	1329	dctA_7			C4-dicarboxylate transport protein
EEKMDCAF_07408	CDS	1614	uup_2		COG0488	ABC transporter ATP-binding protein uup
EEKMDCAF_07409	CDS	348				hypothetical protein
EEKMDCAF_07410	CDS	1122	soxA_4	1.5.3.1		Monomeric sarcosine oxidase
EEKMDCAF_07411	CDS	1419	hcnB	1.4.99.5		Hydrogen cyanide synthase subunit HcnB
EEKMDCAF_07412	CDS	297				hypothetical protein
EEKMDCAF_07413	CDS	1137	hcnC	1.4.99.5	COG0665	Hydrogen cyanide synthase subunit HcnC
EEKMDCAF_07414	CDS	807	ydcV_5			Inner membrane ABC transporter permease protein YdcV
EEKMDCAF_07415	CDS	900	potB_3		COG1176	Spermidine/putrescine transport system permease protein PotB
EEKMDCAF_07416	CDS	1038	btuD_18	7.6.2.8		Vitamin B12 import ATP-binding protein BtuD
EEKMDCAF_07417	CDS	1035				hypothetical protein
EEKMDCAF_07418	CDS	900	occR_2			Octopine catabolism/uptake operon regulatory protein OccR
EEKMDCAF_07419	CDS	1374	atzA	3.8.1.8		Atrazine chlorohydrolase
EEKMDCAF_07420	CDS	1584	gsiB_6		COG0747	Glutathione-binding protein GsiB
EEKMDCAF_07421	CDS	657	hyuA_4	5.1.99.5		Hydantoin racemase
EEKMDCAF_07422	CDS	885				hypothetical protein
EEKMDCAF_07423	CDS	816	fliY_6		COG0834	L-cystine-binding protein FliY
EEKMDCAF_07424	CDS	765	tcyC_2	3.6.3.-	COG1126	L-cystine import ATP-binding protein TcyC
EEKMDCAF_07425	CDS	858				hypothetical protein
EEKMDCAF_07426	CDS	828	hisJ		COG0834	Histidine-binding periplasmic protein
EEKMDCAF_07427	CDS	957		3.5.1.77		N-carbamoyl-D-amino acid hydrolase
EEKMDCAF_07428	CDS	927				hypothetical protein
EEKMDCAF_07429	CDS	720				hypothetical protein
EEKMDCAF_07430	CDS	468				hypothetical protein
EEKMDCAF_07431	CDS	405	ybgC_1	3.1.2.-	COG0824	Acyl-CoA thioesterase YbgC
EEKMDCAF_07432	CDS	399	ybgC_2	3.1.2.-	COG0824	Acyl-CoA thioesterase YbgC
EEKMDCAF_07433	CDS	900				hypothetical protein
EEKMDCAF_07434	CDS	726				hypothetical protein
EEKMDCAF_07435	CDS	372				hypothetical protein
EEKMDCAF_07436	CDS	366				hypothetical protein
EEKMDCAF_07437	CDS	1332				hypothetical protein
EEKMDCAF_07438	CDS	558				hypothetical protein
EEKMDCAF_07439	CDS	390				hypothetical protein
EEKMDCAF_07440	CDS	522				hypothetical protein
EEKMDCAF_07441	CDS	1092				hypothetical protein
EEKMDCAF_07442	CDS	597				hypothetical protein
EEKMDCAF_07443	CDS	273				hypothetical protein
EEKMDCAF_07444	CDS	624				hypothetical protein
EEKMDCAF_07445	CDS	489	greB			Transcription elongation factor GreB
EEKMDCAF_07446	CDS	486				hypothetical protein
EEKMDCAF_07447	CDS	339				hypothetical protein
EEKMDCAF_07448	CDS	234				hypothetical protein
EEKMDCAF_07449	CDS	1536				hypothetical protein
EEKMDCAF_07450	CDS	729	zupT			Zinc transporter ZupT
EEKMDCAF_07451	CDS	861				hypothetical protein
EEKMDCAF_07452	CDS	519				hypothetical protein
EEKMDCAF_07453	CDS	1548	ilvX	2.2.1.6	COG0028	Putative acetolactate synthase large subunit IlvX
EEKMDCAF_07454	CDS	579				hypothetical protein
EEKMDCAF_07455	CDS	816				hypothetical protein
EEKMDCAF_07456	CDS	807				putative protein
EEKMDCAF_07457	CDS	660	dauR		COG2964	Transcriptional regulator DauR
EEKMDCAF_07458	CDS	906	thrC_3	4.2.3.1	COG0498	Threonine synthase
EEKMDCAF_07459	CDS	1257	ribA	3.5.4.25		GTP cyclohydrolase-2
EEKMDCAF_07460	CDS	1239				hypothetical protein
EEKMDCAF_07461	CDS	630	upp_2	2.4.2.9		Uracil phosphoribosyltransferase
EEKMDCAF_07462	CDS	1110	bepA_7	3.4.-.-		Beta-barrel assembly-enhancing protease
EEKMDCAF_07463	CDS	1155				hypothetical protein
EEKMDCAF_07464	CDS	1266	linC_3	1.14.14.84		Linalool 8-monooxygenase
EEKMDCAF_07465	CDS	1275	linC_4	1.14.14.84		Linalool 8-monooxygenase
EEKMDCAF_07466	CDS	921	cmpR_4			HTH-type transcriptional activator CmpR
EEKMDCAF_07467	CDS	1170	mmgC_5	1.3.99.-	COG1960	Acyl-CoA dehydrogenase
EEKMDCAF_07468	CDS	1101	uctC_9	2.8.3.19		Acetyl-CoA:oxalate CoA-transferase
EEKMDCAF_07469	CDS	852	meh	4.2.1.153	COG3777	Mesaconyl-C(4)-CoA hydratase
EEKMDCAF_07470	CDS	1623	mdlC_4	4.1.1.7		Benzoylformate decarboxylase
EEKMDCAF_07471	CDS	777	barS1	1.1.1.413		A-factor type gamma-butyrolactone 1'-reductase (1S-forming)
EEKMDCAF_07472	CDS	462				hypothetical protein
EEKMDCAF_07473	CDS	795	hcaB_1	1.3.1.87		3-phenylpropionate-dihydrodiol/cinnamic acid-dihydrodiol dehydrogenase
EEKMDCAF_07474	CDS	696				hypothetical protein
EEKMDCAF_07475	CDS	1470	ycjX		COG3106	putative protein YcjX
EEKMDCAF_07476	CDS	1032				hypothetical protein
EEKMDCAF_07477	CDS	1650				hypothetical protein
EEKMDCAF_07478	CDS	1731				hypothetical protein
EEKMDCAF_07479	CDS	1200	msrP_2	1.8.5.-		Protein-methionine-sulfoxide reductase catalytic subunit MsrP
EEKMDCAF_07480	CDS	309				hypothetical protein
EEKMDCAF_07481	CDS	201	cspA_9		COG1278	Cold shock protein CspA
EEKMDCAF_07482	CDS	462	lrp_6		COG1522	Leucine-responsive regulatory protein
EEKMDCAF_07483	CDS	3000	putA		COG0506	Bifunctional protein PutA
EEKMDCAF_07484	CDS	1206	fldA	2.8.3.17		Cinnamoyl-CoA:phenyllactate CoA-transferase
EEKMDCAF_07485	CDS	1557				hypothetical protein
EEKMDCAF_07486	CDS	990				hypothetical protein
EEKMDCAF_07487	CDS	498				hypothetical protein
EEKMDCAF_07488	CDS	1008				hypothetical protein
EEKMDCAF_07489	CDS	609	lemA_2		COG1704	Protein LemA
EEKMDCAF_07490	CDS	855				Putative enoyl-CoA hydratase EchA13
EEKMDCAF_07491	CDS	1149	pigA	1.3.8.14		L-prolyl-[peptidyl-carrier protein] dehydrogenase
EEKMDCAF_07492	CDS	1197		1.3.99.-		Putative acyl-CoA dehydrogenase FadE17
EEKMDCAF_07493	CDS	2325	cutL_4	1.2.5.3		Carbon monoxide dehydrogenase large chain
EEKMDCAF_07494	CDS	876	yjhH	4.1.2.28	COG0329	putative 2-dehydro-3-deoxy-D-pentonate aldolase YjhH
EEKMDCAF_07495	CDS	966	catE_2	1.13.11.2	COG2514	Catechol-2,3-dioxygenase
EEKMDCAF_07496	CDS	867	htrA_2			Putative serine protease HtrA
EEKMDCAF_07497	CDS	372	malT			HTH-type transcriptional regulator MalT
EEKMDCAF_07498	CDS	1242	atzC_2	3.5.4.42		N-isopropylammelide isopropyl amidohydrolase
EEKMDCAF_07499	CDS	1092	cusS	2.7.13.3	COG0642	Sensor histidine kinase CusS
EEKMDCAF_07500	CDS	693	cusR_2		COG0745	Transcriptional regulatory protein CusR
EEKMDCAF_07501	CDS	522				hypothetical protein
EEKMDCAF_07502	CDS	2337	yhgF		COG2183	Protein YhgF
EEKMDCAF_07503	CDS	1113		3.5.2.15		Cyanuric acid amidohydrolase
EEKMDCAF_07504	CDS	1470	nylA	3.5.2.12		6-aminohexanoate-cyclic-dimer hydrolase
EEKMDCAF_07505	CDS	318				hypothetical protein
EEKMDCAF_07506	CDS	924				hypothetical protein
EEKMDCAF_07507	CDS	423				hypothetical protein
EEKMDCAF_07508	CDS	1737	poxB	1.2.5.1	COG0028	Pyruvate dehydrogenase [ubiquinone]
EEKMDCAF_07509	CDS	633	dgoA	4.1.2.21	COG0800	2-dehydro-3-deoxy-6-phosphogalactonate aldolase
EEKMDCAF_07510	CDS	915	dgoK1	2.7.1.58	COG3734	putative 2-dehydro-3-deoxygalactonokinase DgoK1
EEKMDCAF_07511	CDS	1098	camP	1.14.14.108		2,5-diketocamphane 1,2-monooxygenase 1
EEKMDCAF_07512	CDS	555	tftC	1.5.1.37		NADH:FAD oxidoreductase
EEKMDCAF_07513	CDS	1869	acoR_2		COG3284	Acetoin catabolism regulatory protein
EEKMDCAF_07514	CDS	3306	accA_2	2.1.3.15		Acetyl-coenzyme A carboxylase carboxyl transferase subunit alpha
EEKMDCAF_07515	CDS	1722	fadD_2	6.2.1.3	COG0318	Long-chain-fatty-acid--CoA ligase
EEKMDCAF_07516	CDS	672	hyuA_5	5.1.99.5		Hydantoin racemase
EEKMDCAF_07517	CDS	1683			COG0840	Methyl-accepting chemotaxis protein
EEKMDCAF_07518	CDS	501				hypothetical protein
EEKMDCAF_07519	CDS	474				hypothetical protein
EEKMDCAF_07520	CDS	600	comR_5			HTH-type transcriptional repressor ComR
EEKMDCAF_07521	CDS	378				hypothetical protein
EEKMDCAF_07522	CDS	372				hypothetical protein
EEKMDCAF_07523	CDS	396				hypothetical protein
EEKMDCAF_07524	CDS	894				hypothetical protein
EEKMDCAF_07525	CDS	930	yjiA_2	3.6.-.-	COG0523	P-loop guanosine triphosphatase YjiA
EEKMDCAF_07526	CDS	1491	dag	3.5.1.82		N-acyl-D-glutamate deacylase
EEKMDCAF_07527	CDS	195				hypothetical protein
EEKMDCAF_07528	CDS	858				hypothetical protein
EEKMDCAF_07529	CDS	636	nreC_1		COG2197	Oxygen regulatory protein NreC
EEKMDCAF_07530	CDS	630	nreC_2		COG2197	Oxygen regulatory protein NreC
EEKMDCAF_07531	CDS	1194				hypothetical protein
EEKMDCAF_07532	CDS	255				hypothetical protein
EEKMDCAF_07533	CDS	819				hypothetical protein
EEKMDCAF_07534	CDS	1263	arcA_2	3.5.3.6	COG2235	Arginine deiminase
EEKMDCAF_07535	CDS	1434	arcD_1		COG0531	Arginine/ornithine antiporter
EEKMDCAF_07536	CDS	3063	ttgB_3		COG0841	putative efflux pump membrane transporter TtgB
EEKMDCAF_07537	CDS	1104	mdtA_12			Multidrug resistance protein MdtA
EEKMDCAF_07538	CDS	204				hypothetical protein
EEKMDCAF_07539	CDS	516				hypothetical protein
EEKMDCAF_07540	CDS	291				hypothetical protein
EEKMDCAF_07541	CDS	294				hypothetical protein
EEKMDCAF_07542	CDS	945				hypothetical protein
EEKMDCAF_07543	CDS	327				hypothetical protein
EEKMDCAF_07544	CDS	1779	ndhB	7.1.1.-		NAD(P)H-quinone oxidoreductase subunit 2, chloroplastic
EEKMDCAF_07545	CDS	504				hypothetical protein
EEKMDCAF_07546	CDS	699	ybhL_2		COG0670	Inner membrane protein YbhL
EEKMDCAF_07547	CDS	198				hypothetical protein
EEKMDCAF_07548	CDS	1440	arcD_2		COG0531	Arginine/ornithine antiporter
EEKMDCAF_07549	CDS	240				hypothetical protein
EEKMDCAF_07550	CDS	1119				hypothetical protein
EEKMDCAF_07551	CDS	600				hypothetical protein
EEKMDCAF_07552	CDS	486				hypothetical protein
EEKMDCAF_07553	CDS	558				hypothetical protein
EEKMDCAF_07554	CDS	243				hypothetical protein
EEKMDCAF_07555	CDS	1245	bepF_4			Efflux pump periplasmic linker BepF
EEKMDCAF_07556	CDS	3123	bepG_2			Efflux pump membrane transporter BepG
EEKMDCAF_07557	CDS	471				hypothetical protein
EEKMDCAF_07558	CDS	420	hrp1		COG0517	Hypoxic response protein 1
EEKMDCAF_07559	CDS	2733				hypothetical protein
EEKMDCAF_07560	tRNA	75				tRNA-Glu(ctc)
EEKMDCAF_07561	CDS	345				hypothetical protein
EEKMDCAF_07562	CDS	981	rluD	5.4.99.23	COG0564	Ribosomal large subunit pseudouridine synthase D
EEKMDCAF_07563	CDS	900	rpoH_3		COG0568	RNA polymerase sigma factor RpoH
EEKMDCAF_07564	CDS	342				hypothetical protein
EEKMDCAF_07565	CDS	624				hypothetical protein
EEKMDCAF_07566	CDS	1212				hypothetical protein
EEKMDCAF_07567	CDS	612	rhtB_3		COG1280	Homoserine/homoserine lactone efflux protein
EEKMDCAF_07568	CDS	375				hypothetical protein
EEKMDCAF_07569	CDS	846	sadH_2	1.-.-.-		Putative oxidoreductase SadH
EEKMDCAF_07570	CDS	807				hypothetical protein
EEKMDCAF_07571	CDS	528				hypothetical protein
EEKMDCAF_07572	CDS	945	pal_6			Peptidoglycan-associated lipoprotein
EEKMDCAF_07573	CDS	348				hypothetical protein
EEKMDCAF_07574	CDS	237				hypothetical protein
EEKMDCAF_07575	CDS	2160	rpoD		COG0568	RNA polymerase sigma factor RpoD
EEKMDCAF_07576	CDS	2001	dnaG	2.7.7.-		DNA primase
EEKMDCAF_07577	CDS	564				hypothetical protein
EEKMDCAF_07578	CDS	477	ytfP		COG2105	Gamma-glutamylcyclotransferase family protein YtfP
EEKMDCAF_07579	CDS	120				hypothetical protein
EEKMDCAF_07580	CDS	900			COG1305	putative protein
EEKMDCAF_07581	CDS	804				hypothetical protein
EEKMDCAF_07582	CDS	984				hypothetical protein
EEKMDCAF_07583	CDS	618	rhtB_4		COG1280	Homoserine/homoserine lactone efflux protein
EEKMDCAF_07584	CDS	159				hypothetical protein
EEKMDCAF_07585	CDS	510				hypothetical protein
EEKMDCAF_07586	CDS	1446				hypothetical protein
EEKMDCAF_07587	CDS	315				hypothetical protein
